,STRUCTURE_ID,COUNTY,OWNER,AGE,CONDITION,COLOR,COORDINATES
4611,49SR0030001,Lauderdale,STATE HIGHWAY AGENCY,47.0,Fair,Yellow,"[-89.55010962599994, 35.754557143000056]"
4612,49SR0030002,Lauderdale,STATE HIGHWAY AGENCY,47.0,Fair,Yellow,"[-89.55010962599994, 35.754557143000056]"
4613,550A4780001,McNairy,CITY OR MUNICIPAL HIGHWAY AGENCY,24.0,Fair,Yellow,"[-88.55825675199998, 35.166648501000054]"
4614,55016570001,McNairy,COUNTY HIGHWAY AGENCY,18.0,Good,Green,"[-88.70735682299994, 35.049314183000035]"
4615,560A4470003,Macon,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-86.05043139499998, 36.50664248800007]"
4616,560A4490001,Macon,COUNTY HIGHWAY AGENCY,68.0,Good,Green,"[-86.04549760699996, 36.47169124000004]"
4617,560A4500003,Macon,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-86.08109580899998, 36.453855592000025]"
4618,540A1830001,McMinn,CITY OR MUNICIPAL HIGHWAY AGENCY,46.0,Fair,Yellow,"[-84.48697910699997, 35.408512134000034]"
4619,540A1960001,McMinn,COUNTY HIGHWAY AGENCY,88.0,Fair,Yellow,"[-84.47888874599994, 35.32363047500007]"
4620,540A1990001,McMinn,COUNTY HIGHWAY AGENCY,45.0,Fair,Yellow,"[-84.51852243599996, 35.33586383200003]"
4621,540A2020001,McMinn,COUNTY HIGHWAY AGENCY,6.0,Good,Green,"[-84.50004811499997, 35.310296907000065]"
4622,500A4410001,Lawrence,COUNTY HIGHWAY AGENCY,21.0,Good,Green,"[-87.54694890199994, 35.014138356000046]"
4623,470B8290001,Knox,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-84.14919973299999, 35.88929685900007]"
4624,470B8620001,Knox,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-84.15360358699996, 35.884703513000034]"
4625,47SR1620009,Knox,STATE HIGHWAY AGENCY,45.0,Fair,Yellow,"[-84.14038390699994, 35.931642950000025]"
4626,470C1400001,Knox,COUNTY HIGHWAY AGENCY,38.0,Good,Green,"[-84.22536936399996, 35.93194058800003]"
4627,470C1450001,Knox,COUNTY HIGHWAY AGENCY,51.0,Fair,Yellow,"[-84.19066260499994, 35.956349137000075]"
4628,470C1990003,Knox,COUNTY HIGHWAY AGENCY,123.0,Fair,Yellow,"[-84.14781254299999, 35.968971457000066]"
4629,470C1990001,Knox,COUNTY HIGHWAY AGENCY,108.0,Fair,Yellow,"[-84.14054481799997, 35.97319016900008]"
4630,490A2900001,Lauderdale,CITY OR MUNICIPAL HIGHWAY AGENCY,36.0,Good,Green,"[-89.50824884499997, 35.75367439100006]"
4631,490A0830003,Lauderdale,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-89.51513092299996, 35.77249578000004]"
4632,490A0890001,Lauderdale,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-89.52713213599998, 35.78842450600007]"
4633,49S81280001,Lauderdale,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-89.59881241899996, 35.734587728000065]"
4634,49SR0880013,Lauderdale,STATE HIGHWAY AGENCY,34.0,Good,Green,"[-89.58341603099996, 35.92030633300004]"
4635,470A0400003,Knox,COUNTY HIGHWAY AGENCY,103.0,Good,Green,"[-83.85358010899995, 35.89493498200005]"
4636,470A0530001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,21.0,Good,Green,"[-84.07251676899995, 35.92537934400008]"
4637,470A0570001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,25.0,Good,Green,"[-84.06075760299996, 35.93012943700006]"
4638,49SR0030005,Lauderdale,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-89.53050058399998, 35.77302025100005]"
4639,49SR0030006,Lauderdale,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-89.53050058399998, 35.77302025100005]"
4640,49SR0030010,Lauderdale,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-89.44041825399995, 35.852207692000036]"
4641,49SR0030012,Lauderdale,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-89.43192801399994, 35.86669690900004]"
4642,49SR0030013,Lauderdale,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-89.41991660699995, 35.90356000700007]"
4643,49SR0030017,Lauderdale,STATE HIGHWAY AGENCY,54.0,Fair,Yellow,"[-89.42315007899998, 35.881245688000035]"
4644,470A0960003,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,21.0,Good,Green,"[-83.92455365, 36.02062369300006]"
4645,47M37860001,Knox,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.07911008199994, 35.912795137000046]"
4646,470A1180001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,73.0,Fair,Yellow,"[-83.91460260899999, 35.98350330300008]"
4647,55SR0050035,McNairy,STATE HIGHWAY AGENCY,28.0,Fair,Yellow,"[-88.61512478299994, 35.21791285900008]"
4648,55SR0050015,McNairy,STATE HIGHWAY AGENCY,91.0,Fair,Yellow,"[-88.63659393899997, 35.29852523000005]"
4649,55SR0050017,McNairy,STATE HIGHWAY AGENCY,18.0,Fair,Yellow,"[-88.63751279799999, 35.31158399800006]"
4650,55SR0150001,McNairy,STATE HIGHWAY AGENCY,8.0,Fair,Yellow,"[-88.73294573399994, 35.21141042100004]"
4651,55SR0150003,McNairy,STATE HIGHWAY AGENCY,8.0,Fair,Yellow,"[-88.73032249099998, 35.21104868100008]"
4652,55S81210003,McNairy,STATE HIGHWAY AGENCY,7.0,Fair,Yellow,"[-88.45224638199994, 35.36977490600003]"
4653,55S81210005,McNairy,STATE HIGHWAY AGENCY,20.0,Fair,Yellow,"[-88.43871225699996, 35.380655509000064]"
4654,55S80820001,McNairy,STATE HIGHWAY AGENCY,67.0,Fair,Yellow,"[-88.76081477199995, 35.230587109000055]"
4655,55S80860011,McNairy,STATE HIGHWAY AGENCY,66.0,Fair,Yellow,"[-88.62685771699995, 35.05800857200006]"
4656,55S80860007,McNairy,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-88.62531915299996, 35.062369466000064]"
4657,470C3440001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,58.0,Fair,Yellow,"[-83.92203583299994, 36.011745450000035]"
4658,47I02750025,Knox,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-83.95177525499997, 35.99238735100005]"
4659,400A3930001,Henry,COUNTY HIGHWAY AGENCY,14.0,Fair,Yellow,"[-88.23756805499994, 36.32238334600004]"
4660,47I02750005,Knox,STATE HIGHWAY AGENCY,59.0,Poor,Orange,"[-83.93473555599996, 35.97700899200004]"
4661,47I02750006,Knox,STATE HIGHWAY AGENCY,59.0,Poor,Orange,"[-83.93473555599996, 35.97700899200004]"
4662,47I00400043,Knox,STATE HIGHWAY AGENCY,37.0,Good,Green,"[-83.96544685499998, 35.95867010000006]"
4663,470A0850001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,27.0,Fair,Yellow,"[-83.97655865399997, 36.020292159000064]"
4664,470A0880001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,88.0,Fair,Yellow,"[-83.93249408599996, 36.03609689800004]"
4665,47I00400106,Knox,STATE HIGHWAY AGENCY,47.0,Good,Green,"[-83.77599832099997, 36.00277212000003]"
4666,47I00400108,Knox,STATE HIGHWAY AGENCY,47.0,Good,Green,"[-83.76717615699994, 36.00367779800007]"
4667,470A1230001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-83.83857326299994, 36.008493042000055]"
4668,470A1310001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,83.0,Fair,Yellow,"[-83.92650022499998, 35.97176901700004]"
4669,470A3170001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,56.0,Fair,Yellow,"[-83.99739583499996, 35.92457383400006]"
4670,47I00400019,Knox,STATE HIGHWAY AGENCY,14.0,Good,Green,"[-84.04553846499994, 35.927562066000064]"
4671,470A4000001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.01297281799998, 35.935214236000036]"
4672,56F00030001,Macon,COUNTY HIGHWAY AGENCY,33.0,Good,Green,"[-85.97784845599995, 36.59333114000003]"
4673,56S62890003,Macon,COUNTY HIGHWAY AGENCY,38.0,Good,Green,"[-86.11567913999994, 36.44897314100007]"
4674,56S62890007,Macon,COUNTY HIGHWAY AGENCY,38.0,Fair,Yellow,"[-86.11251135299995, 36.476703497000074]"
4675,56S62890009,Macon,COUNTY HIGHWAY AGENCY,73.0,Fair,Yellow,"[-86.10200623499998, 36.49009864200008]"
4676,56S62890011,Macon,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-86.09147111099998, 36.48984421900008]"
4677,560A2420001,Macon,COUNTY HIGHWAY AGENCY,7.0,Good,Green,"[-85.99312549599995, 36.55686997200007]"
4678,560A2460001,Macon,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-85.97860590899995, 36.57065352200004]"
4679,560A2780001,Macon,COUNTY HIGHWAY AGENCY,13.0,Good,Green,"[-85.93746028799995, 36.533178339000074]"
4680,51SR0990003,Lewis,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-87.55117283199996, 35.44122487100003]"
4681,51E03650005,Lewis,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-87.53621261099994, 35.462021116000074]"
4682,490A0480005,Lauderdale,COUNTY HIGHWAY AGENCY,28.0,Fair,Yellow,"[-89.64319362099997, 35.732717137000066]"
4683,490A0480007,Lauderdale,COUNTY HIGHWAY AGENCY,3.0,Good,Green,"[-89.64813434999996, 35.719980210000074]"
4684,490A0530005,Lauderdale,COUNTY HIGHWAY AGENCY,16.0,Good,Green,"[-89.63542907799996, 35.75580569300007]"
4685,490A0550003,Lauderdale,COUNTY HIGHWAY AGENCY,23.0,Good,Green,"[-89.60922535299994, 35.74886381400006]"
4686,490A0610001,Lauderdale,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-89.59174446499998, 35.68850700400003]"
4687,490A0650001,Lauderdale,COUNTY HIGHWAY AGENCY,43.0,Poor,Orange,"[-89.60019128799996, 35.73246713000003]"
4688,490A0680003,Lauderdale,CITY OR MUNICIPAL HIGHWAY AGENCY,2.0,Fair,Yellow,"[-89.55399690899998, 35.73584867500006]"
4689,490A0790001,Lauderdale,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-89.54639561599998, 35.77089772900007]"
4690,47I00400112,Knox,STATE HIGHWAY AGENCY,47.0,Good,Green,"[-83.72285791999997, 35.99762919800003]"
4691,47I00400115,Knox,STATE HIGHWAY AGENCY,47.0,Good,Green,"[-83.69987745299994, 35.996550945000024]"
4692,47I00400119,Knox,STATE HIGHWAY AGENCY,45.0,Good,Green,"[-83.68104200399995, 35.99511298400006]"
4693,47I00400120,Knox,STATE HIGHWAY AGENCY,43.0,Good,Green,"[-83.68104200399995, 35.99511298400006]"
4694,43017940007,Humphreys,COUNTY HIGHWAY AGENCY,75.0,Fair,Yellow,"[-87.90838327899996, 35.90694046800007]"
4695,43017960001,Humphreys,COUNTY HIGHWAY AGENCY,42.0,Poor,Orange,"[-87.82021852799994, 35.94751729200004]"
4696,43017980003,Humphreys,COUNTY HIGHWAY AGENCY,50.0,Fair,Yellow,"[-87.61993532599996, 35.972284667000054]"
4697,44SR0560019,Jackson,STATE HIGHWAY AGENCY,8.0,Good,Green,"[-85.75494835499995, 36.46712204900007]"
4698,44SR0560031,Jackson,STATE HIGHWAY AGENCY,35.0,Good,Green,"[-85.78982011099998, 36.46833118700005]"
4699,47I00750025,Knox,STATE HIGHWAY AGENCY,37.0,Good,Green,"[-83.96028277099998, 35.99850913000006]"
4700,47I00750055,Knox,STATE HIGHWAY AGENCY,37.0,Good,Green,"[-83.95856280299995, 35.999994324000056]"
4701,43018140011,Humphreys,COUNTY HIGHWAY AGENCY,29.0,Fair,Yellow,"[-87.87031312799996, 36.21184989600005]"
4702,43018140013,Humphreys,COUNTY HIGHWAY AGENCY,10.0,Good,Green,"[-87.86294863099994, 36.21182296500007]"
4703,47SR0010031,Knox,STATE HIGHWAY AGENCY,21.0,Good,Green,"[-83.91444271699999, 35.976324232000024]"
4704,47SR0010063,Knox,STATE HIGHWAY AGENCY,21.0,Good,Green,"[-83.91486265699996, 35.976062401000036]"
4705,51SR0990005,Lewis,STATE HIGHWAY AGENCY,71.0,Fair,Yellow,"[-87.42913540299998, 35.576205034000054]"
4706,51SR0990009,Lewis,STATE HIGHWAY AGENCY,22.0,Good,Green,"[-87.40204130699999, 35.56563225700006]"
4707,51SR0990011,Lewis,STATE HIGHWAY AGENCY,66.0,Good,Green,"[-87.39777465799995, 35.56289842900003]"
4708,51SR0990013,Lewis,STATE HIGHWAY AGENCY,3.0,Good,Green,"[-87.38936123699995, 35.56239315800008]"
4709,51S62630001,Lewis,STATE HIGHWAY AGENCY,78.0,Fair,Yellow,"[-87.47577624999997, 35.43893772700005]"
4710,490A2800001,Lauderdale,COUNTY HIGHWAY AGENCY,10.0,Good,Green,"[-89.47833063599995, 35.78562066600006]"
4711,490A2890003,Lauderdale,COUNTY HIGHWAY AGENCY,16.0,Good,Green,"[-89.49622039899998, 35.74679165900005]"
4712,490A3160003,Lauderdale,COUNTY HIGHWAY AGENCY,48.0,Fair,Yellow,"[-89.53242067599996, 35.621712444000025]"
4713,490A0810003,Lauderdale,COUNTY HIGHWAY AGENCY,60.0,Fair,Yellow,"[-89.60624849899995, 35.82993557900005]"
4714,490A0940001,Lauderdale,COUNTY HIGHWAY AGENCY,49.0,Fair,Yellow,"[-89.52003347399994, 35.81787287100008]"
4715,500A4420001,Lawrence,COUNTY HIGHWAY AGENCY,25.0,Fair,Yellow,"[-87.55446561499997, 35.00819902500007]"
4716,05I01400025,Blount,STATE HIGHWAY AGENCY,27.0,Good,Green,"[-83.97111000499996, 35.83553176800007]"
4717,500A4750001,Lawrence,CITY OR MUNICIPAL HIGHWAY AGENCY,58.0,Fair,Yellow,"[-87.44731756299996, 35.077012714000034]"
4718,500A4860001,Lawrence,COUNTY HIGHWAY AGENCY,31.0,Fair,Yellow,"[-87.44943200599994, 35.10027108300005]"
4719,500A5020001,Lawrence,COUNTY HIGHWAY AGENCY,48.0,Good,Green,"[-87.57545076099996, 35.06342521800008]"
4720,500A5210003,Lawrence,COUNTY HIGHWAY AGENCY,8.0,Good,Green,"[-87.42356858099998, 35.16723653300005]"
4721,500A5210005,Lawrence,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-87.42499818599998, 35.15806573800006]"
4722,500A5500001,Lawrence,COUNTY HIGHWAY AGENCY,25.0,Good,Green,"[-87.44662477199995, 35.21305049600005]"
4723,44SR0850001,Jackson,STATE HIGHWAY AGENCY,56.0,Good,Green,"[-85.80777795699998, 36.34598873500005]"
4724,44SR0850005,Jackson,STATE HIGHWAY AGENCY,56.0,Fair,Yellow,"[-85.75339565499996, 36.36231914800004]"
4725,44SR0850011,Jackson,STATE HIGHWAY AGENCY,4.0,Good,Green,"[-85.71597483499994, 36.40011760600004]"
4726,44SR0850009,Jackson,STATE HIGHWAY AGENCY,40.0,Fair,Yellow,"[-85.70214514899999, 36.41778537500005]"
4727,44S43900001,Jackson,STATE HIGHWAY AGENCY,60.0,Good,Green,"[-85.68311002699994, 36.46483309000007]"
4728,490A5230001,Lauderdale,CITY OR MUNICIPAL HIGHWAY AGENCY,58.0,Fair,Yellow,"[-89.51578140099997, 35.74431014700008]"
4729,49014880001,Lauderdale,COUNTY HIGHWAY AGENCY,63.0,Fair,Yellow,"[-89.48981476399996, 35.73611461400003]"
4730,47037730003,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,27.0,Fair,Yellow,"[-83.92138243899996, 35.994079646000046]"
4731,47SR0010041,Knox,STATE HIGHWAY AGENCY,42.0,Fair,Yellow,"[-83.84053488399996, 36.03513981700007]"
4732,47SR0010043,Knox,STATE HIGHWAY AGENCY,42.0,Fair,Yellow,"[-83.80188376699994, 36.04992758800006]"
4733,47SR0010047,Knox,STATE HIGHWAY AGENCY,45.0,Fair,Yellow,"[-83.76813000699997, 36.07807695300005]"
4734,49SR0030014,Lauderdale,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-89.41991660699995, 35.90356000700007]"
4735,49SR0030016,Lauderdale,STATE HIGHWAY AGENCY,58.0,Fair,Yellow,"[-89.41628947399994, 35.93284146700006]"
4736,49SR0190001,Lauderdale,STATE HIGHWAY AGENCY,30.0,Fair,Yellow,"[-89.76780873499996, 35.764723772000025]"
4737,49SR0190005,Lauderdale,STATE HIGHWAY AGENCY,32.0,Fair,Yellow,"[-89.75040830999995, 35.76658666700007]"
4738,490A3160007,Lauderdale,COUNTY HIGHWAY AGENCY,45.0,Fair,Yellow,"[-89.51320556299999, 35.63457538900008]"
4739,490A3190001,Lauderdale,COUNTY HIGHWAY AGENCY,3.0,Good,Green,"[-89.50772033899995, 35.65185461300007]"
4740,490A3190003,Lauderdale,COUNTY HIGHWAY AGENCY,3.0,Good,Green,"[-89.51807756199997, 35.65587582400008]"
4741,490A3210001,Lauderdale,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-89.51862295199999, 35.64899656000006]"
4742,490A3510001,Lauderdale,COUNTY HIGHWAY AGENCY,21.0,Fair,Yellow,"[-89.55245456099999, 35.679562420000025]"
4743,490A3540001,Lauderdale,COUNTY HIGHWAY AGENCY,34.0,Fair,Yellow,"[-89.50902108499997, 35.67941926800006]"
4744,470A1220001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,83.0,Fair,Yellow,"[-83.86305175399997, 36.029393705000075]"
4745,47I00400149,Knox,STATE HIGHWAY AGENCY,22.0,Good,Green,"[-84.05891897899994, 35.923110837000024]"
4746,47I00750037,Knox,STATE HIGHWAY AGENCY,49.0,Fair,Yellow,"[-83.99713280599997, 36.024807407000026]"
4747,47L37710001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,8.0,Good,Green,"[-84.00730426499996, 35.93574758700004]"
4748,500A5520001,Lawrence,COUNTY HIGHWAY AGENCY,24.0,Good,Green,"[-87.56531246599997, 35.22109808300007]"
4749,500A5520005,Lawrence,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-87.48103558799994, 35.21234980000003]"
4750,500A5630001,Lawrence,COUNTY HIGHWAY AGENCY,19.0,Fair,Yellow,"[-87.54263219999996, 35.16393926600006]"
4751,470C5480001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,54.0,Fair,Yellow,"[-83.91548977399998, 35.98846215400005]"
4752,28SR0150064,Giles,STATE HIGHWAY AGENCY,12.0,Good,Green,"[-87.18985231599999, 35.22777568600003]"
4753,28SR0150063,Giles,STATE HIGHWAY AGENCY,12.0,Good,Green,"[-87.18985231599999, 35.22777568600003]"
4754,28SR0150003,Giles,COUNTY HIGHWAY AGENCY,93.0,Fair,Yellow,"[-87.18680588699993, 35.225672219000046]"
4755,47037730005,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,78.0,Good,Green,"[-83.86970029499997, 36.03332176200007]"
4756,47L37740001,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,53.0,Fair,Yellow,"[-83.96876073699997, 35.951422500000035]"
4757,47037740003,Knox,CITY OR MUNICIPAL HIGHWAY AGENCY,44.0,Fair,Yellow,"[-83.94952870199995, 35.958495844000026]"
4758,47SR1580049,Knox,STATE HIGHWAY AGENCY,45.0,Fair,Yellow,"[-83.91482512299996, 35.962379095000074]"
4759,47I00400023,Knox,STATE HIGHWAY AGENCY,56.0,Fair,Yellow,"[-84.03760381599994, 35.92974442000008]"
4760,47I00400027,Knox,STATE HIGHWAY AGENCY,55.0,Fair,Yellow,"[-84.01040942899994, 35.93742464600007]"
4761,47I00400029,Knox,STATE HIGHWAY AGENCY,13.0,Good,Green,"[-84.00996182299997, 35.93766056800007]"
4762,47I00400035,Knox,STATE HIGHWAY AGENCY,53.0,Fair,Yellow,"[-83.98321662599994, 35.95072482900008]"
4763,52S42810001,Lincoln,STATE HIGHWAY AGENCY,33.0,Fair,Yellow,"[-86.70761690599994, 35.234724318000076]"
4764,52S42810005,Lincoln,STATE HIGHWAY AGENCY,61.0,Fair,Yellow,"[-86.65343865199998, 35.29170073200004]"
4765,52S42090001,Lincoln,STATE HIGHWAY AGENCY,9.0,Good,Green,"[-86.80683990099999, 35.110809664000044]"
4766,52018980005,Lincoln,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.79567624899994, 35.04919397100008]"
4767,52018980001,Lincoln,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-86.78622844599994, 35.04086411000003]"
4768,52018980007,Lincoln,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.78599702699995, 35.03801517900007]"
4769,52019020007,Lincoln,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.75155238199994, 35.217202901000064]"
4770,52019660001,Lincoln,COUNTY HIGHWAY AGENCY,15.0,Good,Green,"[-86.35985336299996, 35.016390545000036]"
4771,52019670001,Lincoln,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.38624222999994, 35.01812220200003]"
4772,53023640001,Loudon,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-84.21838212399996, 35.820645230000025]"
4773,52S42820003,Lincoln,STATE HIGHWAY AGENCY,66.0,Good,Green,"[-86.73154431099994, 35.059433615000046]"
4774,52S42820007,Lincoln,STATE HIGHWAY AGENCY,45.0,Fair,Yellow,"[-86.71778608199998, 35.12290161100003]"
4775,52S62400001,Lincoln,STATE HIGHWAY AGENCY,78.0,Good,Green,"[-86.52490824099993, 35.01937826900007]"
4776,52S62400005,Lincoln,STATE HIGHWAY AGENCY,68.0,Good,Green,"[-86.50231461199996, 35.01184659200004]"
4777,52S62400011,Lincoln,STATE HIGHWAY AGENCY,78.0,Fair,Yellow,"[-86.42434315999998, 35.059098633000076]"
4778,52019690005,Lincoln,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-86.46120122299999, 35.13121348100003]"
4779,520A3050001,Lincoln,COUNTY HIGHWAY AGENCY,9.0,Good,Green,"[-86.46429604799994, 35.12166421500007]"
4780,52019690009,Lincoln,COUNTY HIGHWAY AGENCY,43.0,Good,Green,"[-86.46894265899994, 35.10717679500004]"
4781,52019690015,Lincoln,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.47904745099999, 35.06937514800006]"
4782,52019690019,Lincoln,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.48581373899998, 35.04167699000004]"
4783,52S63320003,Lincoln,COUNTY HIGHWAY AGENCY,68.0,Good,Green,"[-86.80730530599999, 34.99192722600003]"
4784,52F00420001,Lincoln,COUNTY HIGHWAY AGENCY,65.0,Fair,Yellow,"[-86.65870401399997, 35.14577975800006]"
4785,52S62390009,Lincoln,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-86.62448027399995, 35.117909600000075]"
4786,52F00460001,Lincoln,COUNTY HIGHWAY AGENCY,46.0,Fair,Yellow,"[-86.67767504199998, 34.99194841000008]"
4787,53S24240001,Loudon,COUNTY HIGHWAY AGENCY,58.0,Good,Green,"[-84.14737, 35.66863343800003]"
4788,53S24230001,Loudon,COUNTY HIGHWAY AGENCY,7.0,Good,Green,"[-84.17419888299997, 35.750947677000056]"
4789,53F00050001,Loudon,CITY OR MUNICIPAL HIGHWAY AGENCY,68.0,Fair,Yellow,"[-84.28206348799995, 35.807638919000055]"
4790,53I00750021,Loudon,STATE HIGHWAY AGENCY,46.0,Fair,Yellow,"[-84.34445439199999, 35.783767907000026]"
4791,53006470003,Loudon,COUNTY HIGHWAY AGENCY,41.0,Good,Green,"[-84.23064969399996, 35.68972062000006]"
4792,560A4500007,Macon,COUNTY HIGHWAY AGENCY,31.0,Good,Green,"[-86.08025091099995, 36.44111915000008]"
4793,57I00400037,Madison,STATE HIGHWAY AGENCY,32.0,Fair,Yellow,"[-88.78055381299998, 35.67882405600005]"
4794,57015810013,Madison,COUNTY HIGHWAY AGENCY,24.0,Good,Green,"[-88.75566557299999, 35.73807913500008]"
4795,57015810015,Madison,COUNTY HIGHWAY AGENCY,35.0,Fair,Yellow,"[-88.74372822599997, 35.75040352600007]"
4796,520A1230001,Lincoln,COUNTY HIGHWAY AGENCY,20.0,Good,Green,"[-86.60240228099997, 35.32483753400004]"
4797,520A1310001,Lincoln,COUNTY HIGHWAY AGENCY,17.0,Fair,Yellow,"[-86.57702599399994, 35.335050670000044]"
4798,520A1350001,Lincoln,COUNTY HIGHWAY AGENCY,50.0,Good,Green,"[-86.55960048699995, 35.27493064200007]"
4799,520A1360001,Lincoln,COUNTY HIGHWAY AGENCY,78.0,Fair,Yellow,"[-86.55569940799995, 35.26913182100003]"
4800,520A1380003,Lincoln,COUNTY HIGHWAY AGENCY,58.0,Fair,Yellow,"[-86.50080895299999, 35.283729882000046]"
4801,520A1410001,Lincoln,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-86.37896124599996, 35.15973324600003]"
4802,520A1470005,Lincoln,COUNTY HIGHWAY AGENCY,37.0,Fair,Yellow,"[-86.51791924599996, 35.23965973500003]"
4803,53S25290001,Loudon,CITY OR MUNICIPAL HIGHWAY AGENCY,68.0,Fair,Yellow,"[-84.27978113399996, 35.781227718000025]"
4804,53037150001,Loudon,CITY OR MUNICIPAL HIGHWAY AGENCY,58.0,Fair,Yellow,"[-84.26279344399995, 35.791908274000036]"
4805,53I00750017,Loudon,STATE HIGHWAY AGENCY,46.0,Good,Green,"[-84.36489114999995, 35.76413281500004]"
4806,490A1550001,Lauderdale,COUNTY HIGHWAY AGENCY,29.0,Good,Green,"[-89.39815992899997, 35.915130573000056]"
4807,490A1950003,Lauderdale,COUNTY HIGHWAY AGENCY,43.0,Fair,Yellow,"[-89.37802258699998, 35.89705876100004]"
4808,490A1970001,Lauderdale,CITY OR MUNICIPAL HIGHWAY AGENCY,34.0,Good,Green,"[-89.39364987499994, 35.882446626000046]"
4809,490A2310001,Lauderdale,COUNTY HIGHWAY AGENCY,31.0,Good,Green,"[-89.42811447499997, 35.86503320200006]"
4810,500A9560001,Lawrence,COUNTY HIGHWAY AGENCY,27.0,Good,Green,"[-87.30018157499995, 35.43258732700008]"
4811,50SR0060003,Lawrence,STATE HIGHWAY AGENCY,17.0,Good,Green,"[-87.44036868499995, 35.074120064000056]"
4812,52019690023,Lincoln,COUNTY HIGHWAY AGENCY,53.0,Good,Green,"[-86.50235697099998, 35.024918816000024]"
4813,530A0570003,Loudon,CITY OR MUNICIPAL HIGHWAY AGENCY,2.0,Good,Green,"[-84.40585066499995, 35.676752314000055]"
4814,530A0570001,Loudon,COUNTY HIGHWAY AGENCY,34.0,Good,Green,"[-84.41181208899997, 35.67307400200008]"
4815,530A6010001,Loudon,CITY OR MUNICIPAL HIGHWAY AGENCY,48.0,Fair,Yellow,"[-84.40500299399997, 35.67996816100003]"
4816,530A6010003,Loudon,CITY OR MUNICIPAL HIGHWAY AGENCY,3.0,Good,Green,"[-84.40511577699993, 35.682416043000046]"
4817,57016290001,Madison,COUNTY HIGHWAY AGENCY,6.0,Good,Green,"[-88.84680144099997, 35.56292213000006]"
4818,57016300001,Madison,COUNTY HIGHWAY AGENCY,28.0,Fair,Yellow,"[-88.85728109599995, 35.44606175100006]"
4819,57016310001,Madison,COUNTY HIGHWAY AGENCY,19.0,Good,Green,"[-89.04263001899994, 35.50132691700003]"
4820,57016340001,Madison,COUNTY HIGHWAY AGENCY,35.0,Good,Green,"[-88.84727633599994, 35.53130200700008]"
